Entity_name,Entity_id
마정안,E0017439
유영순,E0041677
도원,E0015792
이발,E0044327
성수익,E0029397
이응시,E0045500
안희,E0035124
신립,E0032901
조헌,E0052754
권징,E0007097
김명원,E0009117
노직,E0012906
변협,E0022972
승지,E0032268
조영규,E0052389
노준,E0012902
김대명,E0008909
윤승훈,E0042431
이대원,E0043981
조옥곤,E0052409
여여문,E0036420
이정립,E0045822
정원,E0050662
심의겸,E0033897
설경동,E0028999
조인후,E0052529
조명,E0051735
민준,E0020305
강감찬,E0000954
의겸,E0043117
하겸락,E0060525
백유양,E0022272
송언신,E0030939
정신,E0050508
권감,E0006819
이필봉,E0046364
신각,E0032600
윤의중,E0042515
박근원,E0020574
송응개,E0030998
이산해,E0044553
이귀,E0043762
이인,E0045588
이호민,E0046549
윤가관,E0042183
정유길,E0050684
정희적,E0051218
이이,E0045546
배삼익,E0021876
홍종록,E0064392
윤탁연,E0042646
허잠,E0063125
선조,E0028912
박응복,E0021031
정협,E0051137
이철견,E0046232
정사위,E0050318
김충간,E0010804
비담,E0025107
유희림,E0042051
변기종,E0022905
이성중,E0044747
김당,E0008901
원호,E0040896
노수신,E0012812
노개방,E0012630
장일,E0048767
윤근수,E0042241
경의,E0002736
대원공,E0014632
김경로,E0008627
윤수민,E0042416
이배원,E0044348
헌강왕,E0063198
이함,E0046418
준량,E0053639
신영,E0033207
유사,E0041484
유전,E0041800
이위,E0045397
포도부인,E0060138
이흘,E0046686
대신덕,E0014558
한준,E0061970
성응길,E0029491
경,E0002272
윤두수,E0042299
정척,E0050992
유몽정,E0041423
이준,E0045985
조가석,E0051527
성각,E0029162
한한,E0062055
이자,E0045665
정언지,E0050573
이지원,E0046076
임국로,E0047393
강상국,E0001186
이양중,E0045099
신식,E0033146
박이장,E0021054
황섬,E0065208
이광,E0043669
박순,E0020849
송순,E0030890
이억기,E0045106
양덕록,E0035457
김수,E0009543
조창규,E0052675
흘우,E0065931
이양,E0045085
이준민,E0045991
권극지,E0006847
양양공,E0035646
이양원,E0045097
정개청,E0049907
명기,E0018222
이천,E0046202
조강,E0051536
남응운,E0012094
이식,E0045009
황정욱,E0065302
중종,E0053932
왕자지,E0039145
박선,E0020778
이수철,E0044860
천경자,E0079472
수철,E0031729
명종,E0018366
한수,E0061774
선왕,E0028820
인후,E0047135
장자목,E0048770
이기,E0043842
유의,E0041740
장가순,E0048240
유유,E0041724
선거이,E0028603
정인,E0050784
풍국,E0060346
박한경,E0021346
유근,E0041297
신점,E0033352
정사신,E0050312
지겸,E0054067
정시,E0050493
서림,E0027722
송상현,E0030855
송기면,E0030726
김응남,E0010138
정언신,E0050571
황찬,E0065349
기건,E0008113
윤섬,E0042396
삼,E0026429
이경록,E0043541
정곤수,E0049936
이일,E0045644
이순신,E0044900
상언,E0027201
이각,E0043471
서갑호,E0027559
신원필,E0033244
지도부인,E0072010
김행,E0011015
유옥,E0041685
김찬,E0010683
조종경,E0052606
이하,E0046377
황정식,E0065300
유홍,E0042014
좌가려,E0053040
이지,E0046041
전일,E0073806
신의경,E0079736
이노병,E0043926
이상홍,E0044634
예,E0037871
차지철,E0055191
김익경,E0010212
정정렬,E0050862
유정량,E0041811
정탁,E0051045
박충원,E0021284
김방걸,E0009173
원사안,E0040680
승경궁주,E0032154
권협,E0007135
이인상,E0045607
안덕수,E0034572
양예수,E0035674
이공기,E0074124
홍열모,E0064263
신응구,E0033262
금응협,E0007942
개청,E0001738
홍여하,E0064256
유숭인,E0041595
허준,E0063152
문갑송,E0019378
박숭원,E0020858
정윤복,E0050705
이진,E0046098
김우옹,E0009997
권극례,E0006844
오형,E0038616
김몽호,E0009124
한희길,E0062098
윤경,E0042193
정범조,E0050246
당성,E0013903
공규,E0004248
계강,E0003050
추교신,E0057820
재매부인,E0048992
