"통합메타데이터 ID","전문센터ID","역통 대분류","DB정보","전문센터 메타데이터","제목","대체제목","원자료의 발신자","원자료의 편찬자","원자료의 작성자","역통 중분류","역통 소분류","전문센터주제분류","자료유형","기사레벨","발행자","파일형식","목차","초록","상위자료아이디","상위자료","의존자료","사건발생일","원자료생성일","원자료발행일","발행일","생성일","갱신일","연계주소","저자정렬","날짜정렬",
"KH.AKS.C0001547","AKS","KH.11.01.000","한국사기초사전","C0001547","동문선(東文選)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001547</get>                </url>","","",
"KH.AKS.C0001548","AKS","KH.11.01.000","한국사기초사전","C0001548","동물숭배(動物崇拜)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001548</get>                </url>","","",
"KH.AKS.C0001549","AKS","KH.11.01.000","한국사기초사전","C0001549","동서활인원(東西活人院)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001549</get>                </url>","","",
"KH.AKS.C0001550","AKS","KH.11.01.000","한국사기초사전","C0001550","동아일보(東亞日報)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","1920년 4월 1일.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001550</get>                </url>","","",
"KH.AKS.C0001551","AKS","KH.11.01.000","한국사기초사전","C0001551","동양척식주식회사(東洋拓殖株式會社)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","현재 서울 중구 을지로 2가 한국외환은행 자리에 있었다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001551</get>                </url>","","",
"KH.AKS.C0001552","AKS","KH.11.01.000","한국사기초사전","C0001552","동양척식주식회사투탄의거(東洋拓殖株式會社投彈義擧)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","동아일보. 1927년 1월 13일자.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001552</get>                </url>","","",
"KH.AKS.C0001553","AKS","KH.11.01.000","한국사기초사전","C0001553","동인(東人)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001553</get>                </url>","","",
"KH.AKS.C0001554","AKS","KH.11.01.000","한국사기초사전","C0001554","동제사(同濟社)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001554</get>                </url>","","",
"KH.AKS.C0001555","AKS","KH.11.01.000","한국사기초사전","C0001555","동학(東學)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","동학의 교주 최제우가 한글로 지은 포교가사.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001555</get>                </url>","","",
"KH.AKS.C0001556","AKS","KH.11.01.000","한국사기초사전","C0001556","동해(東海)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","강원도 양양 전진리 낙산에 있는 사찰에서 본 일출광경.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001556</get>                </url>","","",
"KH.AKS.C0001557","AKS","KH.11.01.000","한국사기초사전","C0001557","두만강(豆滿江)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","상류의 해빙모습.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001557</get>                </url>","","",
"KH.AKS.C0001558","AKS","KH.11.01.000","한국사기초사전","C0001558","두침(頭枕)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","백제. 높이 33.7m. 길이 44cm. 무령왕릉 출토. 국립공주박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001558</get>                </url>","","",
"KH.AKS.C0001559","AKS","KH.11.01.000","한국사기초사전","C0001559","득오(得悟)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001559</get>                </url>","","",
"KH.AKS.C0001560","AKS","KH.11.01.000","한국사기초사전","C0001560","뗀석기(打製石器)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","공주석장리 유적 출토.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001560</get>                </url>","","",
"KH.AKS.C0001561","AKS","KH.11.01.000","한국사기초사전","C0001561","마립간(麻立干)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001561</get>                </url>","","",
"KH.AKS.C0001562","AKS","KH.11.01.000","한국사기초사전","C0001562","마별초(馬別抄)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001562</get>                </url>","","",
"KH.AKS.C0001563","AKS","KH.11.01.000","한국사기초사전","C0001563","마전(麻田)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001563</get>                </url>","","",
"KH.AKS.C0001564","AKS","KH.11.01.000","한국사기초사전","C0001564","마전(磨典)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001564</get>                </url>","","",
"KH.AKS.C0001565","AKS","KH.11.01.000","한국사기초사전","C0001565","마전(麻典)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001565</get>                </url>","","",
"KH.AKS.C0001566","AKS","KH.11.01.000","한국사기초사전","C0001566","마전(馬田)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001566</get>                </url>","","",
"KH.AKS.C0001567","AKS","KH.11.01.000","한국사기초사전","C0001567","마진(摩震)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001567</get>                </url>","","",
"KH.AKS.C0001568","AKS","KH.11.01.000","한국사기초사전","C0001568","마한(馬韓)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001568</get>                </url>","","",
"KH.AKS.C0001569","AKS","KH.11.01.000","한국사기초사전","C0001569","만상(灣商)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001569</get>                </url>","","",
"KH.AKS.C0001570","AKS","KH.11.01.000","한국사기초사전","C0001570","만석보지(萬石洑址)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","전북 정읍시 이평면 팔선리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001570</get>                </url>","","",
"KH.AKS.C0001571","AKS","KH.11.01.000","한국사기초사전","C0001571","만세보(萬歲報)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001571</get>                </url>","","",
"KH.AKS.C0001572","AKS","KH.11.01.000","한국사기초사전","C0001572","만월대(滿月臺)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","개성 송악산 기슭에 위치한 고려의 궁궐터.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001572</get>                </url>","","",
"KH.AKS.C0001573","AKS","KH.11.01.000","한국사기초사전","C0001573","만인소(萬人疏)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","서두부분. 조정의 개화정책에 대한 비난과 추진자를 규탄하는 내용이다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001573</get>                </url>","","",
"KH.AKS.C0001574","AKS","KH.11.01.000","한국사기초사전","C0001574","만적의난(萬積―亂)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001574</get>                </url>","","",
"KH.AKS.C0001575","AKS","KH.11.01.000","한국사기초사전","C0001575","만파식적설화(萬波息笛說話)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","《삼국유사》 권2. 기이 만파식적조에 실린 설화내용.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001575</get>                </url>","","",
"KH.AKS.C0001576","AKS","KH.11.01.000","한국사기초사전","C0001576","말객(末客)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001576</get>                </url>","","",
"KH.AKS.C0001577","AKS","KH.11.01.000","한국사기초사전","C0001577","망이망소이의난(亡伊亡所伊―亂)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001577</get>                </url>","","",
"KH.AKS.C0001578","AKS","KH.11.01.000","한국사기초사전","C0001578","매초성(買肖城)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001578</get>                </url>","","",
"KH.AKS.C0001579","AKS","KH.11.01.000","한국사기초사전","C0001579","명경업(明經業)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001579</get>                </url>","","",
"KH.AKS.C0001580","AKS","KH.11.01.000","한국사기초사전","C0001580","명도전(明刀錢)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","평북 위원군 용연동 출토. 국립중앙박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001580</get>                </url>","","",
"KH.AKS.C0001581","AKS","KH.11.01.000","한국사기초사전","C0001581","명량대첩(鳴梁大捷)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","1688년. 전남 해남군 문내면 학동리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001581</get>                </url>","","",
"KH.AKS.C0001582","AKS","KH.11.01.000","한국사기초사전","C0001582","명림답부(明臨答夫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001582</get>                </url>","","",
"KH.AKS.C0001583","AKS","KH.11.01.000","한국사기초사전","C0001583","명법업(明法業)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001583</get>                </url>","","",
"KH.AKS.C0001584","AKS","KH.11.01.000","한국사기초사전","C0001584","명산업(明算業)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001584</get>                </url>","","",
"KH.AKS.C0001585","AKS","KH.11.01.000","한국사기초사전","C0001585","명성왕후(明聖王后)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001585</get>                </url>","","",
"KH.AKS.C0001586","AKS","KH.11.01.000","한국사기초사전","C0001586","모죽지랑가(慕竹旨郞歌)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","《삼국유사》 권2 효소왕대 죽지랑조.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001586</get>                </url>","","",
"KH.AKS.C0001587","AKS","KH.11.01.000","한국사기초사전","C0001587","목조삼존불감(木造三尊佛龕)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001587</get>                </url>","","",
"KH.AKS.C0001588","AKS","KH.11.01.000","한국사기초사전","C0001588","목지국(目支國)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001588</get>                </url>","","",
"KH.AKS.C0001589","AKS","KH.11.01.000","한국사기초사전","C0001589","몽유도원도(夢遊桃源圖)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","안견 그림. 1447년. 비단에 먹과 채색. 38.71cm×106.5cm.  일본 덴리대학도서관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001589</get>                </url>","","",
"KH.AKS.C0001590","AKS","KH.11.01.000","한국사기초사전","C0001590","묘법연화경(妙法蓮華經)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","7권본 1부, 호림미술관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001590</get>                </url>","","",
"KH.AKS.C0001591","AKS","KH.11.01.000","한국사기초사전","C0001591","묘청의난(妙淸―亂)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001591</get>                </url>","","",
"KH.AKS.C0001592","AKS","KH.11.01.000","한국사기초사전","C0001592","묘향산(妙香山)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","고려시대에 세워진 절로 묘향산 동남쪽에 있다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001592</get>                </url>","","",
"KH.AKS.C0001593","AKS","KH.11.01.000","한국사기초사전","C0001593","무령왕릉(武寧王陵)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","너비 41.2cm, 길이 35.1cm, 두께 4.5cm. 525년","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001593</get>                </url>","","",
"KH.AKS.C0001594","AKS","KH.11.01.000","한국사기초사전","C0001594","무반(武班)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001594</get>                </url>","","",
"KH.AKS.C0001595","AKS","KH.11.01.000","한국사기초사전","C0001595","무신란(武臣亂)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001595</get>                </url>","","",
"KH.AKS.C0001596","AKS","KH.11.01.000","한국사기초사전","C0001596","무예도보통지(武藝圖譜通志)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","무예도보통지 중 교전보","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001596</get>                </url>","","",
"KH.AKS.C0001597","AKS","KH.11.01.000","한국사기초사전","C0001597","무오사화(戊午士禍)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001597</get>                </url>","","",
"KH.AKS.C0001598","AKS","KH.11.01.000","한국사기초사전","C0001598","무왕(武王)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001598</get>                </url>","","",
"KH.AKS.C0001599","AKS","KH.11.01.000","한국사기초사전","C0001599","무용총(舞踊塚)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","중국 길림성 집안현 여산 남록에 있는 고구려의 벽화고분.접객도와 무용도","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001599</get>                </url>","","",
"KH.AKS.C0001600","AKS","KH.11.01.000","한국사기초사전","C0001600","무위영(武衛營)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001600</get>                </url>","","",
"KH.AKS.C0001601","AKS","KH.11.01.000","한국사기초사전","C0001601","무천(舞天)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001601</get>                </url>","","",
"KH.AKS.C0001602","AKS","KH.11.01.000","한국사기초사전","C0001602","문반(文班)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001602</get>                </url>","","",
"KH.AKS.C0001603","AKS","KH.11.01.000","한국사기초사전","C0001603","문수산성(文殊山城)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001603</get>                </url>","","",
"KH.AKS.C0001604","AKS","KH.11.01.000","한국사기초사전","C0001604","문왕(文王)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001604</get>                </url>","","",
"KH.AKS.C0001605","AKS","KH.11.01.000","한국사기초사전","C0001605","문원보불(文苑黼黻)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001605</get>                </url>","","",
"KH.AKS.C0001606","AKS","KH.11.01.000","한국사기초사전","C0001606","문일평(文一平)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","조선 말 고종때의 사학자이며 언론인.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001606</get>                </url>","","",
"KH.AKS.C0001607","AKS","KH.11.01.000","한국사기초사전","C0001607","문자명왕(文咨明王)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001607</get>                </url>","","",
"KH.AKS.C0001608","AKS","KH.11.01.000","한국사기초사전","C0001608","문하성(門下省)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001608</get>                </url>","","",
"KH.AKS.C0001609","AKS","KH.11.01.000","한국사기초사전","C0001609","문화재(文化財)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","문화재를 과학처리하는 모습.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001609</get>                </url>","","",
"KH.AKS.C0001610","AKS","KH.11.01.000","한국사기초사전","C0001610","물계자(勿稽子)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001610</get>                </url>","","",
"KH.AKS.C0001611","AKS","KH.11.01.000","한국사기초사전","C0001611","미군정청(美軍政廳)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001611</get>                </url>","","",
"KH.AKS.C0001612","AKS","KH.11.01.000","한국사기초사전","C0001612","미소공동위원회(美蘇共同委員會)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001612</get>                </url>","","",
"KH.AKS.C0001613","AKS","KH.11.01.000","한국사기초사전","C0001613","미소군정기(美蘇軍政期)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","양국대표들의 회담모습.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001613</get>                </url>","","",
"KH.AKS.C0001614","AKS","KH.11.01.000","한국사기초사전","C0001614","미송리형토기(美松里型土器)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","평북 의주군 미송리 출토.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001614</get>                </url>","","",
"KH.AKS.C0001615","AKS","KH.11.01.000","한국사기초사전","C0001615","미천왕(美川王)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001615</get>                </url>","","",
"KH.AKS.C0001616","AKS","KH.11.01.000","한국사기초사전","C0001616","민간신앙(民間信仰)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","단군신앙. 강원 태백시.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001616</get>                </url>","","",
"KH.AKS.C0001617","AKS","KH.11.01.000","한국사기초사전","C0001617","민간인통제구역(民間人統制區域)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","강원 철원군 동송읍.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001617</get>                </url>","","",
