"통합메타데이터 ID","전문센터ID","역통 대분류","DB정보","전문센터 메타데이터","제목","대체제목","원자료의 발신자","원자료의 편찬자","원자료의 작성자","역통 중분류","역통 소분류","전문센터주제분류","자료유형","기사레벨","발행자","파일형식","목차","초록","상위자료아이디","상위자료","의존자료","사건발생일","원자료생성일","원자료발행일","발행일","생성일","갱신일","연계주소","저자정렬","날짜정렬",
"KH.AKS.C0001882","AKS","KH.11.01.000","한국사기초사전","C0001882","속요(俗謠)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001882</get>                </url>","","",
"KH.AKS.C0001883","AKS","KH.11.01.000","한국사기초사전","C0001883","속육전(續六典)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001883</get>                </url>","","",
"KH.AKS.C0001884","AKS","KH.11.01.000","한국사기초사전","C0001884","손병희(孫秉熙)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","《한국역대명인유묵전첩》에서.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001884</get>                </url>","","",
"KH.AKS.C0001885","AKS","KH.11.01.000","한국사기초사전","C0001885","손진태(孫晉泰)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001885</get>                </url>","","",
"KH.AKS.C0001886","AKS","KH.11.01.000","한국사기초사전","C0001886","손화중(孫華仲)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001886</get>                </url>","","",
"KH.AKS.C0001887","AKS","KH.11.01.000","한국사기초사전","C0001887","솔거노비(率居奴婢)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001887</get>                </url>","","",
"KH.AKS.C0001888","AKS","KH.11.01.000","한국사기초사전","C0001888","송광사(松廣寺)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","전북 완주군 소양읍 대흥리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001888</get>                </url>","","",
"KH.AKS.C0001889","AKS","KH.11.01.000","한국사기초사전","C0001889","송광사(松廣寺)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","전남 순천시 송광면 신평리 조계산.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001889</get>                </url>","","",
"KH.AKS.C0001890","AKS","KH.11.01.000","한국사기초사전","C0001890","송병준(宋秉畯)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001890</get>                </url>","","",
"KH.AKS.C0001891","AKS","KH.11.01.000","한국사기초사전","C0001891","송조표전총류(宋朝表牋總類)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001891</get>                </url>","","",
"KH.AKS.C0001892","AKS","KH.11.01.000","한국사기초사전","C0001892","송진우(宋鎭禹)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001892</get>                </url>","","",
"KH.AKS.C0001893","AKS","KH.11.01.000","한국사기초사전","C0001893","송흥록(宋興祿)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001893</get>                </url>","","",
"KH.AKS.C0001894","AKS","KH.11.01.000","한국사기초사전","C0001894","수군절도사(水軍節度使)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001894</get>                </url>","","",
"KH.AKS.C0001895","AKS","KH.11.01.000","한국사기초사전","C0001895","수덕사벽화(修德寺壁畫)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","모사도. 국립중앙박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001895</get>                </url>","","",
"KH.AKS.C0001896","AKS","KH.11.01.000","한국사기초사전","C0001896","수령(首領)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001896</get>                </url>","","",
"KH.AKS.C0001897","AKS","KH.11.01.000","한국사기초사전","C0001897","수령(守令)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001897</get>                </url>","","",
"KH.AKS.C0001898","AKS","KH.11.01.000","한국사기초사전","C0001898","수산제(守山堤)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","경남 밀양시 하남읍 수산리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001898</get>                </url>","","",
"KH.AKS.C0001899","AKS","KH.11.01.000","한국사기초사전","C0001899","수성금화사(修城禁火司)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001899</get>                </url>","","",
"KH.AKS.C0001900","AKS","KH.11.01.000","한국사기초사전","C0001900","수신사(修信使)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001900</get>                </url>","","",
"KH.AKS.C0001901","AKS","KH.11.01.000","한국사기초사전","C0001901","수신전(守信田)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001901</get>                </url>","","",
"KH.AKS.C0001902","AKS","KH.11.01.000","한국사기초사전","C0001902","수영(水營)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001902</get>                </url>","","",
"KH.AKS.C0001903","AKS","KH.11.01.000","한국사기초사전","C0001903","수원제암리참변(水原堤岩里慘變)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","불타버린 당시의 민가모습. 경기 화성군 향남면 제암리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001903</get>                </url>","","",
"KH.AKS.C0001904","AKS","KH.11.01.000","한국사기초사전","C0001904","수이전(殊異傳)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001904</get>                </url>","","",
"KH.AKS.C0001905","AKS","KH.11.01.000","한국사기초사전","C0001905","순군만호부(巡軍萬戶府)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001905</get>                </url>","","",
"KH.AKS.C0001906","AKS","KH.11.01.000","한국사기초사전","C0001906","순수비(巡狩碑)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001906</get>                </url>","","",
"KH.AKS.C0001907","AKS","KH.11.01.000","한국사기초사전","C0001907","순장(巡將)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001907</get>                </url>","","",
"KH.AKS.C0001908","AKS","KH.11.01.000","한국사기초사전","C0001908","순종(純宗)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","김은호 그림. 62×45cm. 고려대학교박물관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001908</get>                </url>","","",
"KH.AKS.C0001909","AKS","KH.11.01.000","한국사기초사전","C0001909","승과(僧科)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001909</get>                </url>","","",
"KH.AKS.C0001910","AKS","KH.11.01.000","한국사기초사전","C0001910","승무(僧舞)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001910</get>                </url>","","",
"KH.AKS.C0001911","AKS","KH.11.01.000","한국사기초사전","C0001911","승전무(勝戰舞)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","통영지방에서 행해지는 궁중무고형의 북춤.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001911</get>                </url>","","",
"KH.AKS.C0001912","AKS","KH.11.01.000","한국사기초사전","C0001912","시대일보(時代日報)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","창간호. 1924년 3월 31일.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001912</get>                </url>","","",
"KH.AKS.C0001913","AKS","KH.11.01.000","한국사기초사전","C0001913","시사신문(時事新聞)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001913</get>                </url>","","",
"KH.AKS.C0001914","AKS","KH.11.01.000","한국사기초사전","C0001914","시월유신(十月維新)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001914</get>                </url>","","",
"KH.AKS.C0001915","AKS","KH.11.01.000","한국사기초사전","C0001915","시위대(侍衛隊)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001915</get>                </url>","","",
"KH.AKS.C0001916","AKS","KH.11.01.000","한국사기초사전","C0001916","시일야방성대곡(是日也放聲大哭)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001916</get>                </url>","","",
"KH.AKS.C0001917","AKS","KH.11.01.000","한국사기초사전","C0001917","시장(市場)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001917</get>                </url>","","",
"KH.AKS.C0001918","AKS","KH.11.01.000","한국사기초사전","C0001918","시전(市廛)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001918</get>                </url>","","",
"KH.AKS.C0001919","AKS","KH.11.01.000","한국사기초사전","C0001919","시조(時調)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","정몽주의〈단심가〉를 비롯하여 많은 시조가 실려있다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001919</get>                </url>","","",
"KH.AKS.C0001920","AKS","KH.11.01.000","한국사기초사전","C0001920","시중(侍中)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001920</get>                </url>","","",
"KH.AKS.C0001921","AKS","KH.11.01.000","한국사기초사전","C0001921","시중(侍中)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001921</get>                </url>","","",
"KH.AKS.C0001922","AKS","KH.11.01.000","한국사기초사전","C0001922","시중(侍中)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001922</get>                </url>","","",
"KH.AKS.C0001923","AKS","KH.11.01.000","한국사기초사전","C0001923","시파(時派)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001923</get>                </url>","","",
"KH.AKS.C0001924","AKS","KH.11.01.000","한국사기초사전","C0001924","시헌력(時憲曆)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001924</get>                </url>","","",
"KH.AKS.C0001925","AKS","KH.11.01.000","한국사기초사전","C0001925","식목도감(式目都監)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001925</get>                </url>","","",
"KH.AKS.C0001926","AKS","KH.11.01.000","한국사기초사전","C0001926","식읍(食邑)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001926</get>                </url>","","",
"KH.AKS.C0001927","AKS","KH.11.01.000","한국사기초사전","C0001927","신간회(新幹會)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001927</get>                </url>","","",
"KH.AKS.C0001928","AKS","KH.11.01.000","한국사기초사전","C0001928","신검(神劍)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001928</get>                </url>","","",
"KH.AKS.C0001929","AKS","KH.11.01.000","한국사기초사전","C0001929","신규식(申圭植)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","독립운동가. 대종교인.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001929</get>                </url>","","",
"KH.AKS.C0001930","AKS","KH.11.01.000","한국사기초사전","C0001930","신기군(神騎軍)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001930</get>                </url>","","",
"KH.AKS.C0001931","AKS","KH.11.01.000","한국사기초사전","C0001931","신대왕(新大王)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001931</get>                </url>","","",
"KH.AKS.C0001932","AKS","KH.11.01.000","한국사기초사전","C0001932","신도가(新都歌)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001932</get>                </url>","","",
"KH.AKS.C0001933","AKS","KH.11.01.000","한국사기초사전","C0001933","신돌석(申乭石)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","경북 영덕군 영덕읍 우곡리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001933</get>                </url>","","",
"KH.AKS.C0001934","AKS","KH.11.01.000","한국사기초사전","C0001934","신라(新羅)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","전남 구례군 마산면 황전리.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001934</get>                </url>","","",
"KH.AKS.C0001935","AKS","KH.11.01.000","한국사기초사전","C0001935","신라관(新羅館)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001935</get>                </url>","","",
"KH.AKS.C0001936","AKS","KH.11.01.000","한국사기초사전","C0001936","신라방(新羅坊)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001936</get>                </url>","","",
"KH.AKS.C0001937","AKS","KH.11.01.000","한국사기초사전","C0001937","신라백지묵서대방광불화엄경(新羅白紙墨書大方廣佛華嚴經)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","본문. 호암미술관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001937</get>                </url>","","",
"KH.AKS.C0001938","AKS","KH.11.01.000","한국사기초사전","C0001938","신라소(新羅所)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001938</get>                </url>","","",
"KH.AKS.C0001939","AKS","KH.11.01.000","한국사기초사전","C0001939","신라원(新羅院)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001939</get>                </url>","","",
"KH.AKS.C0001940","AKS","KH.11.01.000","한국사기초사전","C0001940","신라태종무열왕릉비(新羅太宗武烈王陵碑)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","높이 2.1cm. 경북 경주시 서악동.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001940</get>                </url>","","",
"KH.AKS.C0001941","AKS","KH.11.01.000","한국사기초사전","C0001941","신문지법(新聞紙法)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001941</get>                </url>","","",
"KH.AKS.C0001942","AKS","KH.11.01.000","한국사기초사전","C0001942","신미양요(辛未洋擾)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","미국해군의 공격으로 파괴된 초지진 포대.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001942</get>                </url>","","",
"KH.AKS.C0001943","AKS","KH.11.01.000","한국사기초사전","C0001943","신민부(新民府)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001943</get>                </url>","","",
"KH.AKS.C0001944","AKS","KH.11.01.000","한국사기초사전","C0001944","신민회(新民會)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","1911년 105인사건 이후 신민회는 해체되었다.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001944</get>                </url>","","",
"KH.AKS.C0001945","AKS","KH.11.01.000","한국사기초사전","C0001945","신보군(神步軍)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001945</get>                </url>","","",
"KH.AKS.C0001946","AKS","KH.11.01.000","한국사기초사전","C0001946","신부(信部)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001946</get>                </url>","","",
"KH.AKS.C0001947","AKS","KH.11.01.000","한국사기초사전","C0001947","신사유람단(紳士遊覽團)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001947</get>                </url>","","",
"KH.AKS.C0001948","AKS","KH.11.01.000","한국사기초사전","C0001948","신사참배거부운동(神社參拜拒否運動)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001948</get>                </url>","","",
"KH.AKS.C0001949","AKS","KH.11.01.000","한국사기초사전","C0001949","신석기시대(新石器時代)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","평양금탄리출토.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001949</get>                </url>","","",
"KH.AKS.C0001950","AKS","KH.11.01.000","한국사기초사전","C0001950","신식화폐발행장정(新式貨幣發行章程)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","《고종실록》권32 고종 31년 갑오 7월조.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001950</get>                </url>","","",
"KH.AKS.C0001951","AKS","KH.11.01.000","한국사기초사전","C0001951","신식화폐조례(新式貨幣條例)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001951</get>                </url>","","",
"KH.AKS.C0001952","AKS","KH.11.01.000","한국사기초사전","C0001952","신원사노사나불괘불탱(新元寺盧舍那佛掛佛幀)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001952</get>                </url>","","",
"KH.AKS.C0001953","AKS","KH.11.01.000","한국사기초사전","C0001953","신유사옥(辛酉邪獄)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001953</get>                </url>","","",
"KH.AKS.C0001954","AKS","KH.11.01.000","한국사기초사전","C0001954","신윤복(申潤福)","","","","","KH.11","KH.11.01","cc","","2","","test/xml","","간송미술관 소장.","","","","","","","2007-11-29 00:00:00","1900-01-01 00:00:00","2008-04-21 00:00:00","<url>                    <get>http://yoksa.aks.ac.kr/jsp/cc/View.jsp?cc10id=C0001954</get>                </url>","","",
